id,bone_length,rotting_flesh,hair_length,has_soul,color,type
37,0.374448573799757,0.3841831312845876,0.6758683607952992,0.4147003342395816,clear,Goblin
39,0.3433496058239474,0.3974500258119089,0.4788760240519573,0.6218228827390226,white,Ghoul
45,0.6872555002914946,0.3015761681272884,0.7619487306930753,0.5137787308603302,clear,Ghoul
47,0.2290099048694253,0.5673132984183307,0.3737434190675078,0.3296358811256823,white,Ghost
54,0.3885005478963415,0.3423058488540095,0.6696272909639486,0.5386486690149674,clear,Goblin
56,0.4924381032273604,0.6231972685456857,0.6048791200547257,0.3761415241524868,green,Goblin
58,0.4116626945454133,0.4540754660570032,0.4080971534648053,0.4329211406473242,white,Goblin
62,0.3041977859670044,0.2669042311479353,0.5272248823714463,0.3867134123693171,clear,Goblin
69,0.6729770643554356,0.6204785539163591,0.4357144772611028,0.3287165853781181,clear,Ghoul
70,0.4650939478113308,0.4393232486218925,0.2493371056309895,0.1973817900366121,green,Ghost
71,0.5545095992350249,0.6306693955812395,0.5924842265783549,0.61536431261308,white,Goblin
72,0.5237285619471904,0.3184827811959322,0.3301456396587741,0.4274020872726478,green,Goblin
73,0.5581960768300526,0.5803627234695455,0.7727343677011607,0.3707403331814098,black,Ghoul
75,0.4563710403972941,0.456207522246787,0.2363315402934902,0.3004857328309415,blue,Ghost
79,0.3949581951173462,0.5739411817580686,0.4790941518551199,0.4826926871359688,white,Ghost
80,0.6363467701119719,0.501060729410613,0.7377953702344142,0.6955887530369675,clear,Ghoul
82,0.5642817569821001,0.4195001329997656,0.6829307073109625,0.4726900403323142,white,Ghoul
84,0.2880500976676626,0.6037797214759668,0.473956164160065,0.4082938233981211,black,Ghost
85,0.4151096964698842,0.4346160392215713,0.7074692453944934,0.5263188963457769,white,Ghoul
86,0.4569351560214406,0.6271412086659317,0.4637936467899993,0.4362160533497054,black,Ghost
88,0.5342663533189846,0.5695044916511958,0.5066109316216567,0.2683154656682969,white,Ghost
89,0.3849579750034331,0.6157316442049253,0.5695446230585894,0.4552847774447461,black,Goblin
90,0.3141428773386546,0.4217514012433346,0.6908889547102464,0.4352449488897356,white,Ghoul
91,0.2871931864179819,0.5308524632922635,0.4667249454869934,0.2999927060981274,green,Goblin
93,0.4817163588057449,0.5272508210222587,0.7402698805197881,0.7008569048181902,blood,Ghoul
94,0.268141288100927,0.6652239196235308,0.2349438320381451,0.3216226096769483,clear,Ghost
95,0.3628871069153425,0.64872488487384,0.6311837728986085,0.4450454788106796,clear,Goblin
96,0.2952291420624456,0.3318093785082954,0.5868540657573691,0.4908787937274375,clear,Goblin
103,0.5716187693902656,0.4319547492504906,0.6413094293590536,0.4622948816175269,black,Ghoul
107,0.4954670559912866,0.5518773502059889,0.8093298419777889,0.9077121347405334,green,Ghoul
109,0.4451317166643472,0.9324660949062564,0.2187315417015251,0.0433212009255868,clear,Ghost
111,0.6276523661689718,0.840049257185007,0.4148160632278105,0.4886172080770984,green,Goblin
113,0.397258025900726,0.6729848049771036,0.5516643383579455,0.1593670043648448,white,Ghost
115,0.6785187395803213,0.4768210026454308,0.477151808358027,0.4893578586829505,blue,Goblin
118,0.3043015261984808,0.4630147238334417,0.3853868557785362,0.2193125275944253,clear,Ghost
119,0.5152749837361404,0.5826271870287086,0.5687211851289684,0.5340786157865054,clear,Goblin
125,0.5042364852535262,0.6207580903425556,0.3410744137269793,0.3485782632164919,black,Ghost
128,0.5126766858793707,0.4174737785189097,0.678072186028185,0.7963323704355315,white,Ghoul
129,0.622413651059006,0.4976141148296257,0.4654186935799081,0.4591407549234579,clear,Goblin
130,0.2086251737392714,0.5192351448449374,0.6195587471733435,0.2921310204613237,green,Goblin
131,0.7535051395445669,0.5114129864982715,0.6849794403737177,0.5015436658450332,white,Ghoul
133,0.4909877679338796,0.5451445622258867,0.4925270324802118,0.3023012050644125,black,Goblin
141,0.6654319716727949,0.5648697805869589,0.5959881099885534,0.6471415616675186,white,Ghoul
142,0.6096342602281953,0.6460369600561043,0.2437552812322784,0.3482399469310024,black,Ghost
143,0.424968992569728,0.2402987129911261,0.3386778672633181,0.0889244709798438,white,Ghost
155,0.6441755544149369,0.5938440718774165,0.7280790531235288,0.5617819587476738,clear,Ghoul
157,0.3114182158972507,0.8154660553409373,0.4610676058384106,0.1271486012819079,black,Ghost
159,0.2275320914606136,0.4910821279651651,0.6168465079037313,0.4800460331707734,black,Ghoul
161,0.3152760326328197,0.5870527657111461,0.4461893168527103,0.8008532560215341,white,Ghoul
162,0.3907691600665572,0.8017205790038657,0.2052363255231178,0.1278768795128998,white,Ghost
163,0.3489914240082382,0.5642329962952519,0.4811904007635504,0.177172419325805,white,Ghost
165,0.5102421707697722,0.4033650680159029,0.6904104961933827,0.4795252725047397,green,Ghoul
168,0.5861772994209699,0.4695342721294384,0.7643118029629932,0.2808536942554318,white,Ghoul
170,0.4808360007818567,0.4079301522351624,0.5390045850320772,0.495069123498046,clear,Goblin
172,0.4983363846536767,0.3743743919162575,0.579925795870067,0.511726043098702,clear,Goblin
174,0.2370457471214508,0.6346434213160785,0.2906553190256964,0.3042831010111143,white,Ghost
175,0.6313272032845839,0.4117492485446649,0.7076088912170572,0.7694553869322027,clear,Ghoul
176,0.501305752172094,0.5369953815809708,0.6311991484505178,0.5911064565425131,clear,Ghoul
177,0.5185598890791936,0.80851369252322,0.3239206175746259,0.5745054710533029,white,Ghost
180,0.4869701692454384,0.5116166152561679,0.3651420442153378,0.1715391821159406,white,Ghost
185,0.5168138020971651,0.4637075753844064,0.3218666509759288,0.0094016158786619,green,Ghost
186,0.485801814781045,0.5719078529210007,0.6565276392185239,0.465084500998666,black,Goblin
189,0.3751966948379099,0.7429532573402512,0.3207643667068983,0.2434395068656316,blue,Ghost
192,0.3440868558121701,0.2446619396923098,0.5299634775383124,0.3771214225861956,clear,Goblin
193,0.5147166050287932,0.446317802784173,0.6224889268626522,0.7826990352369126,white,Ghoul
194,0.4645909855146808,0.7154008068229857,0.6235057827956325,0.2965062830705051,black,Goblin
195,0.521779901441308,0.2776273196630995,0.7012144413253804,0.5675633245510552,clear,Ghoul
197,0.6008978671842379,0.4117295844307556,0.7177272978235335,0.5316405586386899,white,Ghoul
199,0.1970706602286833,0.4556863326723576,0.4514895721192367,0.4175156742278211,clear,Ghost
204,0.3508380816775922,0.4546369544968154,0.7830008912984777,0.6744786043392166,clear,Ghoul
205,0.3788110345115076,0.3472874989749956,0.6644342774170744,0.5041788374944127,clear,Goblin
206,0.4406963474555094,0.4088721970010666,0.5419660479254961,0.5690111635288884,white,Ghoul
208,0.6194680108100487,0.4656137262655644,0.3679139233883964,0.5358577412186541,black,Goblin
215,0.5803025204175463,0.1797270831682676,0.5159266836490247,0.6234190564594687,clear,Goblin
216,0.3415388791939475,0.6891394813961645,0.3139479672049924,0.055464022849426,black,Ghost
218,0.3654367072896388,0.5131153911113325,0.4680374498054059,0.5460900739076539,green,Goblin
219,0.4315007990246001,0.3495548972395665,0.4689364528322659,0.1944133104434503,white,Goblin
222,0.3135062136463118,0.6168030074339836,0.3964819211799767,0.4479461449165569,blue,Ghost
224,0.4717644966252061,0.8014650017737079,0.2306190615329712,0.2850665553974325,black,Ghost
226,0.2078738482492294,0.5452936782968371,0.3579873822644758,0.4840546343724389,clear,Ghost
227,0.318316195910614,0.6617520007068656,0.47646865712531,0.2331355777366279,green,Ghost
229,0.3059428946213542,0.2875228152208341,0.3367107120179355,0.3180327182965733,white,Goblin
230,0.252512821690625,0.4790928328070188,0.6588470862855409,0.3309152241162056,white,Goblin
233,0.5198274000967964,0.5684410219497119,0.4341712308544054,0.3518509542111916,clear,Ghost
237,0.4507593196196853,0.5426486748724326,0.7952065996029921,0.7394285224985448,white,Ghoul
247,0.4527408048904949,0.3841326097610991,0.3055935585139359,0.3718074755513306,blue,Goblin
258,0.440854689448784,0.4327103997843644,0.6439888699324209,0.3222355709868215,white,Goblin
261,0.4967339773850895,0.5324864850401149,0.7097083496232938,0.6490072648772257,clear,Ghoul
262,0.2987971154664525,0.5533702745196366,0.3066823430350168,0.3608534668174701,white,Ghost
263,0.4767300230361486,0.2424195416971536,0.2942143044827539,0.3177953129419818,black,Goblin
264,0.5325901084246948,0.3756975484912491,0.5538274795707618,0.6794031601976999,clear,Ghoul
265,0.3179382931526625,0.652679852191937,0.3900567463337536,0.2936316647964402,green,Ghost
266,0.4891323934260234,0.4813039836446962,0.4826913519554032,0.4600806815642914,white,Goblin
268,0.4809411831883035,0.742554747375239,0.32906119541444,0.4299330240052756,white,Ghost
272,0.365032200646103,0.5243581561868756,0.3284001364274935,0.3259061874219192,white,Ghost
282,0.4538691895009534,0.2597010316628004,0.5814003518123008,0.5678428976117842,blood,Goblin
283,0.2955754351347911,0.4337794887819349,0.4626285838932552,0.0364572223789816,clear,Ghost
285,0.587570659847358,0.4480597878912994,0.7063117660573961,0.5834153354713172,clear,Ghoul
286,0.2734580108777351,0.4632385597037065,0.4535154573557917,0.3363903219681988,white,Goblin
287,0.3395008141245191,0.3369807418542262,0.4924410100563741,0.3455920106968366,white,Goblin
291,0.5724939664603133,0.5163349364085007,0.4630626092109058,0.2910043295465112,white,Ghost
293,0.5053752538799586,0.3275780661167667,0.6504305254894994,0.5280153363603927,green,Goblin
294,0.4720591455885397,0.4939858508386243,0.5566914355021801,0.5637201631341431,clear,Ghoul
296,0.3733050871065359,0.7690334042494513,0.5405491438378014,0.495465570851785,white,Ghost
299,0.4113532318763664,0.4926212497215249,0.4377453223826534,0.2761631226500659,green,Ghost
300,0.3877299926209585,0.6595345001464734,0.3561078481838985,0.5509678477856494,green,Goblin
301,0.4440092595626775,0.416513187840329,0.7187616727437887,0.5080565482452986,clear,Ghoul
302,0.3513153022774596,0.4661335273167037,0.75659427100265,0.6092226071235277,black,Ghoul
305,0.4349977494520962,0.4126126083031732,0.7533312606217331,0.6125769935483754,green,Ghoul
306,0.6091606601249137,0.7177670195132709,0.6588476466097875,0.4663716652206057,white,Ghoul
307,0.6671816209592498,0.4141397988501861,0.5187103317800108,0.4562133032583986,clear,Ghoul
313,0.6178324098326736,0.2808683390927275,0.5275759263590484,0.6972681307061295,clear,Goblin
315,0.3583113280000451,0.6217277259064756,0.5594994385327345,0.7616206764375024,blue,Goblin
321,0.5841766673316365,0.4453502019297329,0.7143234732571501,0.6502638308796707,clear,Ghoul
323,0.3247693380948151,0.2771099347866524,0.8006455073380017,0.3596816845870296,clear,Goblin
324,0.2971478482685644,0.531544217494227,0.3120016037441498,0.3826995550048712,clear,Goblin
325,0.3515617488056713,0.4574899181315408,0.5479770541342132,0.3683700124904728,white,Goblin
327,0.4161517532856235,0.4180867866748625,0.8020772958890946,0.4549219367786182,clear,Ghoul
329,0.379547939481265,0.3366204159135075,0.5132440884492735,0.3710145909474462,white,Goblin
333,0.3842352341392903,0.3934511376126063,0.3537460225757103,0.4908843315183884,white,Goblin
336,0.5981661180958543,0.5937412278353883,0.3571884062926715,0.2601604796771369,green,Ghost
338,0.3692739347589883,0.7448295880889986,0.6539385877943338,0.6759611115419202,white,Goblin
339,0.5349876694608388,0.4774191187499793,0.7193506301355973,0.44744371634454,clear,Ghoul
340,0.3033905089671853,0.4762170807794643,0.597166809659954,0.292292888616969,clear,Ghost
342,0.3262947716331351,0.5145990861833679,0.3816550953050476,0.420199005042207,white,Ghost
343,0.4244927698345165,0.273025586846547,0.3936569335886848,0.3639073342700609,clear,Goblin
346,0.5289868407342713,0.4961388668470776,0.7169969375107043,0.3325922146699069,white,Goblin
351,0.5277621870564683,0.6858696268930651,0.5844348854528356,0.5571361352049744,clear,Goblin
355,0.4212165789711813,0.5491650001888863,0.4741284357838143,0.4259933073478842,clear,Ghost
358,0.3329053684891241,0.4948954831566405,0.4747881424513825,0.5149436616217669,blood,Ghost
359,0.2918155291243502,0.4984004409325759,0.5876280121451709,0.23796628009425,clear,Ghost
362,0.6694190901475464,0.6725879228022708,0.8830876232400002,0.5244924107920369,clear,Ghoul
366,0.3215295334810629,0.4568228038560695,0.3201452795039712,0.4151553339725777,white,Ghost
367,0.5598250745457363,0.6490876676431611,0.7592953828709256,0.6569434116684002,white,Ghoul
368,0.329668208763034,0.3319987444321495,0.3964286740824388,0.5071423107372529,clear,Goblin
369,0.4068796467950714,0.4644902594238498,0.5381458572290391,0.6008270879099518,white,Goblin
375,0.2505228367580467,0.6505063231898652,0.3849252739965028,0.3858816614586571,blood,Ghost
385,0.1929085720034292,0.5040901836090697,0.3836788202425789,0.3075337519855106,clear,Ghost
387,0.306695276031629,0.5439048757110356,0.2530289743046057,0.385886526396036,green,Ghost
389,0.3899276800513611,0.4027292855860745,0.474254675734824,0.4193194969992285,white,Goblin
390,0.2527332023614684,0.4587455024137721,0.5968352850010129,0.6830894876636203,clear,Goblin
393,0.6304705900407669,0.5810286766348954,0.6472514228287934,0.5052134266801225,clear,Ghoul
394,0.476768596926305,0.4384141063893932,0.5863935520579039,0.5833937494035416,clear,Goblin
397,0.4307970001287445,0.4447872166811465,0.6301836580112177,0.6110125099756385,white,Goblin
399,0.8170014327207992,0.4008079586715121,0.4370467247806591,0.6482301732469332,green,Ghoul
401,0.4973169405876106,0.4715800497245867,0.3917703338386066,0.3676887196731881,black,Goblin
404,0.4039945561609049,0.6826874128762553,0.372529062910916,0.4995204310577366,clear,Ghost
409,0.2247975441428196,0.606908116591905,0.4467212961211418,0.4122325749081624,white,Ghost
410,0.4460409758551139,0.2361419389059373,0.6209124499240235,0.612720425460397,clear,Goblin
412,0.4811412516657063,0.696810441096866,0.1626113404419526,0.4534650235972716,blood,Ghost
416,0.5949939542985202,0.5274299447627853,0.4036303110740407,0.2867936496225201,white,Goblin
419,0.327031355299676,0.6084808047653021,0.3104686239329647,0.3566989716589245,green,Ghost
421,0.0610318174675915,0.5785669708276374,0.4154396195689134,0.4970978901051466,black,Ghost
422,0.1450707636810195,0.3950601309303976,0.3338835278403494,0.2867734175724535,clear,Ghost
427,0.5408063266621841,0.3233651839767509,0.6906053188576596,0.6984804653455878,white,Ghoul
428,0.1009445515509307,0.6955645046333692,0.2356688068470746,0.0644682675100267,white,Ghost
429,0.4532135030785801,0.4752234521836369,0.5587764002351772,0.2305229311657603,black,Goblin
434,0.4896277054256568,0.552183344874835,0.6796241520339236,0.6270302448657145,black,Ghoul
435,0.3404421097879367,0.5317012897841024,0.4284977335487106,0.2630632747085554,white,Ghost
447,0.3060435284045266,0.531350036062993,0.2665900033908182,0.3076300030568211,white,Ghost
448,0.5107041762420627,0.6029320678907382,0.5399453057165825,0.7663107982186453,green,Ghoul
450,0.5072903108860567,0.7081737124336747,0.2591668565055055,0.2091293587758531,white,Ghost
454,0.5715019843857816,0.3157918707393884,0.765131104827964,0.5751389298780695,clear,Goblin
458,0.4984383302504508,0.6537834188650635,0.3787065562118162,0.7089807908097879,white,Goblin
462,0.2088849510078684,0.399537469172775,0.4217035629833128,0.2168002949099024,black,Ghost
464,0.2717349813738951,0.5951913758590217,0.1768821916057256,0.2872897954043422,clear,Ghost
465,0.4521262527231393,0.6366255253835791,0.1627147242494507,0.0999041666877589,white,Ghost
466,0.5655213379202007,0.422096649509632,0.598681844667116,0.6424059676312402,clear,Ghoul
467,0.3087546910594997,0.7050341195329825,0.6434676262105207,0.5837499669420213,clear,Ghoul
470,0.47120115455526,0.5685423320705383,0.515442066863545,0.3887911641110499,black,Goblin
472,0.6816150258023715,0.5292274653728721,0.6252424092532337,0.6153082208134042,white,Ghoul
476,0.2488544511921411,0.5548717595498727,0.506319610394718,0.0894021549771662,green,Ghost
481,0.4654233249019935,0.0956866470016313,0.4067905221381402,0.364341065798817,black,Goblin
482,0.3674193755313768,0.5752290600318004,0.4749417583616708,0.4484017950452802,white,Ghoul
487,0.7308481259008561,0.5364557801829294,0.4080655861465742,0.7875127894149119,clear,Ghoul
492,0.5254848998177738,0.6677033349281426,0.3807165833455602,0.4558445428731741,white,Goblin
494,0.3998389632819645,0.7239709821866331,0.3605797954313112,0.3639124829196237,white,Ghost
495,0.4151419193496131,0.620148623355317,0.3137928944501894,0.4180526144087382,white,Ghost
497,0.5664239021619079,0.4311095936650269,0.6845990131683044,0.575277204012294,white,Ghoul
501,0.2966045215824983,0.3521568668219182,0.90181023619074,0.5411234740544943,green,Ghoul
502,0.42172073418984,0.3203029521491927,0.427802093939081,0.5336957184844102,white,Ghoul
506,0.5176317289678591,0.3475661799907788,0.4272752269206539,0.6258241156937853,white,Goblin
507,0.2725232044172437,0.3893524357424867,0.1640738194063587,0.5940883374580593,white,Ghost
509,0.3283443266222831,0.6799343781401656,0.3532766829724776,0.1794375417543184,green,Ghost
510,0.3571453629923807,0.4899314197129091,0.6981899841474759,0.7536870809531032,clear,Ghoul
511,0.6221239910511766,0.5856000107674431,0.5955294577342635,0.5565001591276154,black,Goblin
514,0.3962978552150852,0.4604070192512913,0.515815395861687,0.4762123660928846,white,Goblin
515,0.2279477968345748,0.501056352063739,0.4711195157317104,0.698964674530999,white,Goblin
518,0.4390632860190493,0.4905148603287027,0.6547214095239163,0.4053193567377349,green,Goblin
520,0.523832930184412,0.2809651043045211,0.4756468209228535,0.6645758508325311,white,Ghoul
523,0.4036187136141595,0.5590108835403276,0.5897838964861386,0.4294659654920859,green,Goblin
528,0.4082384968547247,0.7409136729361053,0.3489371301868126,0.3486614628789351,white,Ghost
534,0.4690199209184322,0.6210631049870445,0.641630555346056,0.5984854644556219,white,Goblin
536,0.322303941310501,0.5516586261954786,0.8492113552790871,0.5170909693916612,white,Ghoul
540,0.5055970065854175,0.4510943725257459,0.6839935981346329,0.7920717584189387,white,Ghoul
542,0.3104620322934717,0.5676807557018035,0.194400109160664,0.2645622676182196,white,Ghost
545,0.3901449022726327,0.5541143176301444,0.5519699106914849,0.3170772946370197,black,Ghost
547,0.489446322959167,0.4154849748957757,0.825952917971847,0.5034754896393583,white,Ghoul
549,0.1689085003938734,0.6488664701193185,0.3039274085244652,0.2554399348818104,clear,Ghost
552,0.2850220936317743,0.4923153458956908,0.7206782608955851,0.6898848077976206,clear,Goblin
553,0.2502931550286889,0.4088781830633378,0.4566182375844146,0.4660241540706306,white,Goblin
556,0.4311850258585969,0.221793443545452,0.4915352675044641,0.2995110623516535,green,Ghoul
557,0.339569098440343,0.4414899582612495,0.4489891933979612,0.7567663606655737,clear,Goblin
558,0.5182308394104409,0.4944910151076158,0.5454432529801341,0.6003927412898974,black,Ghoul
559,0.5159845568291059,0.4914966936736808,0.9014667584893996,0.4480635496432015,white,Ghoul
561,0.5241379236461077,0.5781625799075041,0.6217871470661697,0.6893261967890804,blue,Goblin
564,0.4753163597993992,0.5292097601138374,0.3073575328688198,0.2303608171161942,clear,Ghost
565,0.6277343663920077,0.6520665637156676,0.6556438273888984,0.4591233182574153,green,Ghoul
570,0.6148994038783354,0.7791525749422179,0.4287174717773776,0.7924097607153152,white,Ghoul
574,0.2750211376626579,0.6899749261931994,0.5865127801377743,0.4027485507341818,clear,Goblin
575,0.5244103827541664,0.4003434154034117,0.749885949104632,0.7626759520243293,white,Ghoul
579,0.3345520956409246,0.500769296558434,0.6826563169851186,0.6270858482985827,clear,Ghoul
580,0.2844510413025236,0.2202684682829915,0.3574054492749826,0.3160726675232211,white,Goblin
581,0.3365734156264305,0.2430919602050877,0.2534588626743252,0.5450234213096578,white,Goblin
582,0.4510851028671813,0.4645078697860929,0.5058186231118217,0.5090096263864126,black,Goblin
583,0.5237886449947281,0.6573167346106544,0.8189792357764386,0.6245038929566373,white,Ghoul
584,0.6544882647955068,0.4393923976444442,0.6211210491244005,0.7401986547089792,green,Ghoul
585,0.3045185925967165,0.3013289058485672,0.5458802869535341,0.3136445217288742,clear,Goblin
586,0.4996096456060792,0.4364747787846141,0.5917520169235349,0.6596218307800241,clear,Ghoul
589,0.4827161837683349,0.5614814659061313,0.5314228814019432,0.5606587838094296,clear,Ghoul
590,0.3677989588298081,0.6374462876528123,0.4163537370578704,0.4159298561467601,clear,Ghost
593,0.323612623781796,0.4313123679130229,0.2050967323077951,0.2576167455866692,clear,Ghost
594,0.3910359826248366,0.5060606049780997,0.2522955610769081,0.3477648971789816,black,Ghost
598,0.3648165456131974,0.8115825388304456,0.3325456764268887,0.1612549398420233,white,Ghost
600,0.1841809742741317,0.6316068674312417,0.4531626063046927,0.431741682033267,white,Ghost
601,0.2697484182873138,0.6271383744405528,0.1953651811382809,0.367901682802343,blue,Ghost
604,0.2007525650933715,0.2779447190113115,0.5685342557786361,0.556149201619786,clear,Ghoul
607,0.7552975085362733,0.4759321550030602,0.965568532709348,0.6359345971757204,white,Ghoul
608,0.5871421359150822,0.4204263094957165,0.5612710788405073,0.627067543523131,white,Goblin
609,0.1604646938640709,0.6966459646817084,0.4089450310087078,0.2171466588930796,white,Ghost
610,0.4308013866548665,0.5336139110410659,0.5285604037568403,0.3681480443948453,white,Ghoul
614,0.4272175448421107,0.5454233048791824,0.6396500067877003,0.6048009711124263,clear,Goblin
616,0.2519320634011813,0.6490307819787063,0.1643205780645732,0.3006585885252317,white,Ghost
617,0.4044237905739608,0.4645042419316484,0.5044171539802028,0.4090031672887874,clear,Ghost
621,0.5884133649804179,0.6562424436682945,0.8355006315499691,0.6361012301828235,clear,Ghoul
625,0.3955756940744827,0.7985902072753048,0.3308218889265523,0.2040038550762471,white,Ghost
627,0.5862265848381086,0.4642843185201076,0.5997738555797856,0.8567568167671697,blue,Ghoul
630,0.4763200416135701,0.2862260846006159,0.4888433654677488,0.4114606416224942,clear,Goblin
631,0.3852189472708037,0.7122195520162983,0.3918804342554825,0.4173443132622753,white,Ghost
632,0.5022290294565924,0.504398928842993,0.2635489646612248,0.1216866926106156,white,Ghost
637,0.20999665083892,0.4971123195299978,0.6424505913910452,0.3272120613307892,blue,Goblin
641,0.6223714683898102,0.3852040125194582,0.3089947199874907,0.2955094670285272,white,Ghost
647,0.5144303430623148,0.3084109800575708,0.5332964096963335,0.4508426987669187,white,Goblin
651,0.3810575128864099,0.7041682290839908,0.5147490467097858,0.4365369543167563,white,Goblin
653,0.5037801049216418,0.9294395870026004,0.3664606599964958,0.4015665096500681,blue,Ghost
654,0.3741484261114667,0.3445898049559149,0.6363397309473561,0.2481432621832248,clear,Ghost
661,0.491709701562399,0.4636293903678197,0.5594443924607964,0.4351882858803488,clear,Goblin
662,0.4037272159825862,0.3643664521794562,0.6090040178878497,0.4873011508793926,white,Goblin
663,0.423953236847586,0.6145688510700718,0.584209778754942,0.6553298521146043,clear,Goblin
664,0.1841718479053877,0.7151309235869638,0.1346003625956473,0.2270684068617264,blood,Ghost
667,0.3906694290697766,0.8411202998055716,0.1950720821281122,0.3076679008815882,clear,Ghost
669,0.5153971790364432,0.5617857657534445,0.5288184275146894,0.3735016571301501,white,Ghoul
674,0.6133645269466709,0.4894378936383528,0.5808079950356857,0.5998460303550801,white,Ghoul
676,0.3550870183601146,0.4440244873210163,0.5353444823915584,0.2463467223408892,clear,Goblin
677,0.2464147577793823,0.4095958964838422,0.5386424792099368,0.084828839477442,green,Ghost
678,0.1843826774241877,0.4789368061301901,0.3743963341928218,0.5217296004701502,green,Ghost
679,0.4165771994283703,0.4585225271488922,0.7683330522823812,0.6540064228000888,clear,Goblin
680,0.5299845645400029,0.2597019865057757,0.7132363704280948,0.5996677875533437,white,Ghoul
682,0.4764660777291431,0.5345811964008034,0.342815920723563,0.5267847856283531,clear,Goblin
684,0.5903836895047814,0.514357511555222,0.7148151920659093,0.6131141225129884,white,Ghoul
685,0.4068335382007837,0.4553102868830651,0.2870075203943187,0.6416805442858692,white,Ghoul
686,0.3321342791974178,0.5773210446027128,0.4458596184119873,0.4095255001942346,clear,Ghost
688,0.7613554112947414,0.3314799509814848,0.8610600925230152,0.7358968953394378,green,Ghoul
690,0.4057030619281113,0.6232729261275476,0.2985685239214783,0.1611269986064954,white,Ghost
693,0.4688407188928862,0.5174176217802128,0.6209557115311447,0.6248482602843604,clear,Goblin
695,0.4798184400763809,0.5697617962416881,0.7213623931192393,0.4919379191467224,blood,Ghoul
696,0.4624895790300461,0.5748439666121937,0.5980974741944622,0.4674467861467118,black,Ghoul
698,0.4933947548278907,0.501551767875182,0.6603668617061033,0.605896960260879,clear,Ghoul
699,0.4172527547569121,0.6249732499858772,0.3287520789411103,0.2796675314611779,blood,Ghost
700,0.2323006781078838,0.4259669470678559,0.5778186741715855,0.733815877405728,white,Ghoul
701,0.4768916238529865,0.4785923544676903,0.4036303346402042,0.544586652208558,blue,Ghoul
705,0.1677984879168454,0.8122929096234279,0.5073605910023625,0.4146968185712928,clear,Ghost
708,0.3582398592403725,0.3707745809664184,0.6673837050439432,0.7405790642637972,blood,Ghoul
709,0.6305854122728537,0.539712232484287,0.3055797150261434,0.7775196969582735,blue,Ghoul
714,0.4409981585862939,0.2340513252885737,0.5769116792804196,0.5093680078184192,white,Goblin
715,0.5005233083711402,0.3901657550430394,0.4575028379481982,0.3464742940842629,clear,Ghost
716,0.3714221256048394,0.508111190483182,0.5911200104982167,0.5787140455811215,white,Goblin
719,0.3540466893295677,0.5407519997390765,0.5712096006938082,0.2437753043181011,clear,Ghost
721,0.1736069506984055,0.5896128668034745,0.3634385458746502,0.6141577482798738,white,Ghost
722,0.5778091112204605,0.5003394585777345,0.7566291207477428,0.8549489712660003,white,Goblin
727,0.1946549336962759,0.4568400930420949,0.4148836098096881,0.2880532532927864,white,Ghost
728,0.6870798464680745,0.5360903383609764,0.7516135247140048,0.7259599419999203,blue,Ghoul
729,0.7571377380956645,0.5566020017570789,0.7607364502095,0.5702604475625773,black,Ghoul
731,0.5400876338610013,0.4815320826451627,0.7174795760309887,0.6947839601121377,white,Ghoul
732,0.5340006619939253,0.5959918074276711,0.8501404673408831,0.7942472943179957,green,Ghoul
